線 グラフ 描画 し その 色 サドル ブラウン 指定 する	plt.plot(データ列, データ列2, color='saddlebrown')
データ フレーム カラム 時	df[col].dt.hour
データ 列 四捨五入 し 整数 する	ds.round().astype(int)
日付 時刻 データ 日付 時刻 データ 前	aDatetime < aDatetime2
データ 列 欠損 値 最小 値 埋める	ds.fillna(ds.min())
実数 逆 正接 求める	math.atan(x)
縦 方向 二つ データ フレーム 合体 さ せる	pd.concat([df, df2], axis=0)
オプション グラフ 色 淡い 茶色 設定 する	color = 'tan'
列 イテラブル 続ける	itertools.chain(iterable, iterable2)
文字 列 中 部分 文字 列 含ま れる 調べる	sub in s
範囲	range(n, n2)
データ フレーム 列 大きく 小さい 行 抽出 する	df[(x < df[column]) & (df[column] < x2)]
実数 浮動 小数点 数 割っ 切り捨てる	x // y
数値 プリント する	print(value, value2, value3)
集合 すべて 要素 別 集合 含ま れる 調べる	aSet.issubset(aSet2)
折れ線 グラフ 描画 し その 色 ラベンダー 設定 する	plt.plot(データ列, データ列2, color='lavender')
ダーク オレンジ 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkorange')
破線 色 色 差別 ない 変更 する	plt.plot(xdata, ydata, linestyle='dash', color='colorblind')
数列 イテラブル 暗い 折れ線 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='dark', linewidth=n)
今日 月曜日 調べる	datetime.datetime.today().weekday() == 0
値 集合 取り除く	aSet.remove(element)
文字 列 タプル 要素 で ない どう	element not in aTuple
値 集合 メンバー どう	element in aSet
タイムスタンプデータ 土曜日	aDatetime.weekday() == 5
キュー 中 数値 インデックス	deq.index(element)
リスト リスト 散布 図 淡い 色 描画 する	plt.plot(xdata, ydata, c='muted')
データ フレーム 列 未 入力 値 最小 値 設定 する	df[col].fillna(df[col].min())
オプション オリーブ グラフ 色 設定 する	color = 'olive'
折れ線 グラフ 色 インディゴ 変更 する	plt.plot(データ列, データ列2, color='indigo')
横 棒グラフ 色 カラー コード する	plt.barh(ラベル列, データ列, color=rgb)
データ フレーム 表示 する とき 折り返し オフ 設定 する	pd.set_option('expand_frame_repr', False)
折れ線 グラフ 描画 し その 色 オールド レース 指定 する	plt.plot(データ列, データ列2, color='oldlace')
二つ オブジェクト 等しい 調べる	obj == obj2
データ フレーム リスト カラム 分散 求める	df[aList].var()
折れ線 グラフ 描画 し 色 パープル 変更 する	plt.plot(データ列, データ列2, color='purple')
線 グラフ 描画 し その 色 ロージーブラウン 設定 する	plt.plot(データ列, データ列2, color='rosybrown')
二つ 集合 共通 要素 持た ない どう テスト する	aSet.isdisjoint(aSet2)
オプション 改行 コード 設定 する	newline = '\n'
データ フレーム カラム モード	df[col].mode()
データ フレーム ファイル 保存 する	df.to_csv(filename, sep='\t')
文字 列 中 部分 文字 列 いくつ 存在 する カウント する	s.count(sub)
タプル キー 値 エラー なく 得る	aDict.get(key, None)
要素 一つ タプル 得る	(element,)
イテラブル 文字 列 リスト 変換 し タブ つなげる	'\t'.join(map(str, iterable))
整数 進 表現 見る	hex(n)
イテラブル 重複 なく 個 ランダム 選ぶ	random.sample(iterable, k=n)
マッピング 要素 キー 加える	aDict[key] = element
列 値 データ フレーム グループ 化 し 列挙 する	[(name, group) for name, group in df.groupby('A')]
データ 列 折れ線 グラフ 描画 し マーカー 印 する	plt.plot(データ列, データ列2, marker='v')
データ 列 値	ds.isna()
リスト 合計 値	sum(aList)
データ フレーム どの 値 頻出 確認 する	df.mode()
濃い 描画 し 線 幅 変更 する	plt.plot(xdata, ydata, linestyle='deep', color=rgb)
オプション ディープスカイブルー グラフ 色 変更 する	color = 'deepskyblue'
データ 列 何時 調べる	ds.dt.hour
イテラブル リスト 散布 図 黒い 丸 マーカー 描画 する	plt.plot(xdata, ydata, marker='o', c='k')
配列 行 ごと 平均	np.mean(aArray, axis=1)
データ 列 中 文字 列 存在 する どう	ds.isin([value])
リスト リスト 散布 図 ダイアモンドマーカー 描画 する	plt.plot(xdata, ydata, marker='D')
文字 列 内 ひとつ 英字 含ま れる どう	any(c.isalpha() for c in s)
データ フレーム リスト カラム 欠損 値 平均 値 設定 する	df[aList].fillna(df[aList].mean())
既存 ファイル 追加 できる よう オープン する	open(filepath, mode='a', encoding='euc_jp')
折れ線 グラフ 色 チョコレート 設定 する	plt.plot(データ列, データ列2, color='chocolate')
配列 平坦 化 する	aArray.flatten()
両端 キュー 要素 右 個 分 ロー テンション する	deq.rotate(n)
オプション ラベンダー グラフ 色 設定 する	color = 'lavender'
オプション グリーン イエロー グラフ 色 指定 する	color = 'greenyellow'
保存 する カンマ 区切り ファイル 小数点 以下 桁 数 設定 する	df.to_csv(filename, float_format='%.3f')
線 グラフ 描画 し 色 ダークスラテグレー 設定 する	plt.plot(データ列, データ列2, color='darkslategray')
列 分散	ds.var()
折れ線 グラフ 描画 し 色 茶色 指定 する	plt.plot(データ列, データ列2, color='brown')
オブジェクト 数値 調べる	isinstance(obj, (int,float))
文字 列 中 複数 行 対応 正規 表現 すべて マッチ 見る	re.findall(pattern, s, flags=re.MULTILINE)
データ フレーム 列 列 相関 行列 ヒートマップ 描画 する	sns.heatmap(df[[column, column2]].corr())
整数 ゼロ 埋め し た 文字 列 する	str(n).zfill(文字列幅)
ヒストグラム 色 ダークゴールデンロッド 設定 する	plt.hist(データ列, color='darkgoldenrod')
オプション ホット ピンク グラフ 色 セット する	color = 'hotpink'
折れ線 グラフ マーカー する	plt.plot(データ列, データ列2, marker='^')
折れ線 グラフ サイズ 三角 マーカー 描画 する	plt.plot(データ列, データ列2, marker='^', markersize=n)
日付 時刻 データ 何 月 知る	aDatetime.month
折れ線 グラフ 大 バツ マーカー 大き さ 設定 する	plt.plot(データ列, データ列2, marker='X', markersize=n)
折れ線 グラフ ポイント マーカー 使う	plt.plot(データ列, データ列2, marker='.')
折れ線 グラフ 色 ライト ブルー 変更 する	plt.plot(データ列, データ列2, color='lightblue')
柱状 図 描画 し 正規 化 する	plt.hist(データ列, density=True)
イテラブル データ 列 散布 図 文字 列 データ ラベル 用 ラベル 付ける	plt.scatter(xdata, xdata, label=s)
マップ 項目 名 一覧 得る	list(aDict)
データ フレーム 正規 分布 どの 程度 尖っ いる 見る	df.skew()
データ フレーム リスト 列 位 丸め 整数 型 する	df[aList].round(-2).astype(int)
実線 ヒストグラム 線 スタイル 設定 する	plt.hist(データ列, linestyle='solid')
辞書 キー 一覧	aDict.keys()
辞書 キー その 値 ペア 取り出す	aDict.items()
リスト データ 列 用い パステル 調 の 描画 し その 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='pastel', color='r')
オプション ディープスカイブルー 色 使う	color = 'deepskyblue'
データ フレーム 複数 列 ソート し 更新 する	df.sort_values(by=column, inplace=True)
ダークシアグリーン 色 ヒストグラム 描画 する	plt.hist(データ列, color='darkseagreen')
リスト 移り変わり 折れ線 プロット する	plt.plot(range(len(xdata)), xdata)
タプル コピー	dict(aDict)
線 グラフ 描画 し 色 ライト グレー 設定 する	plt.plot(データ列, データ列2, color='lightgrey')
折れ線 グラフ 色 スラグレー 設定 する	plt.plot(データ列, データ列2, color='slategrey')
実行 結果 青色 プリント できる 文字 列 する	f'\033[34m{value}\033[0m'
日付 時刻 データ 火曜日 確認 する	aDatetime.weekday() == 1
要素 マップ 値 含ま れ いる	element in aDict.values()
オプション グリーン イエロー 色 使う	color = 'greenyellow'
表 データ 複数 列 破壊 的 並べる	df.sort_values(by=column, inplace=True)
整数 分の 一 する	n //= n2
折れ線 グラフ 右 三 角 マーカー 赤く する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='r')
線 グラフ 色 ブランチドアーモンド 設定 する	plt.plot(データ列, データ列2, color='blanchedalmond')
折れ線 グラフ 描画 し その 色 オレンジ レッド 指定 する	plt.plot(データ列, データ列2, color='orangered')
ヒストグラム 色 リネン 設定 する	plt.hist(データ列, color='linen')
両端 キュー 右側 イテラブル 各 要素 追加 する	deq.extend(iterable)
オプション ターコイズ グラフ 色 設定 する	color = 'turquoise'
折れ線 グラフ 緑色 ポイント マーカー 描画 する	plt.plot(データ列, データ列2, marker='.', markerfacecolor='g')
ファイル 書き込み 用 オープン する	open(filepath, mode='w', encoding='euc_jp')
日付 データ 日付 データ 早い 調べる	aDate < aDate2
整数 セット ひとつ	n in aSet
ファイル 読み込む	pd.read_csv(filename, sep='\t')
文字 列 内 ひとつ 大文字 含ま れる 調べる	any(c.isupper() for c in s)
リスト 四 分 位 数 ごと ビニング する	pd.qcut(aList, 4)
ヒストグラム 色 パレットトルコイズ セット する	plt.hist(データ列, color='paleturquoise')
辞書 キー その 項目 列挙 する	aDict.items()
データ フレーム リスト カラム 中 日付 データ ある どう	df[aList].isin([value])
折れ線 グラフ 黄色い 右 三 角 印 描画 する	plt.plot(データ列, データ列2, marker='>', markerfacecolor='y')
リスト 変化 折れ線 グラフ 描画 する	plt.plot(range(len(xdata)), xdata)
行列 行 ごと 最大 値	np.max(aArray, axis=1)
破線 グラフ 色 パステル 調 の 設定 する	plt.plot(xdata, ydata, linestyle='dash', color='pastel')
ヒストグラム 描画 し その 色 ブランチドアーモンド セット する	plt.hist(データ列, color='blanchedalmond')
データ フレーム ファイル 付き 保存 する	df.to_csv(filename, encoding='utf_8_sig')
線 グラフ 描画 し 色 青 設定 する	plt.plot(データ列, データ列2, color='blue')
リスト リスト パステル 調 の 描い 線 幅 設定 する	plt.plot(xdata, ydata, linestyle='pastel', linewidth=n)
折れ線 グラフ 線 幅 クロス マーカー 描画 する	plt.plot(データ列, データ列2, marker='x', markeredgewidth=n)
データ フレーム 列 昇順 ソート し 更新 する	df.sort_values(by='A', ascending=True, inplace=True)
文字 列 最後 部分 文字 列 二分 し 前半 文字 列 使う	s.rpartition(sub)[0]
配列 リスト 散布 図 大 バツ マーカー 描画 する	plt.plot(xdata, ydata, marker='X')
空 セット	set()
ポイント マーカー 散布 図 描画 する	plt.plot(xdata, ydata, marker='.')
オプション グリーン イエロー 色 用いる	color = 'greenyellow'
データ フレーム リスト 列 標本 標準 偏差	df[aList].std()
散布 図 下 三角 マーカー 使う	plt.plot(xdata, ydata, marker='v')
折れ線 グラフ 赤い ダイアモンドマーカー 描画 する	plt.plot(データ列, データ列2, marker='D', markerfacecolor='r')
折れ線 グラフ 描画 し その 色 ミディアムスプリンググリーン 設定 する	plt.plot(データ列, データ列2, color='mediumspringgreen')
文字 列 太字 プリント する	print(f'\033[1m{value}\033[0m')
バイナリ モード ファイル 開く	open(filepath, mode='rb')
データ フレーム 各 列 毎 グループ 化 し 列 最大 値 求める	df.groupby(column)[column2].max()
データ フレーム リスト カラム 最小 値 埋める	df[aList].fillna(df[aList].min())
暗い 色 マーカー 散布 図 重なり 見やすく プロット する	plt.plot(xdata, ydata, c='dark', alpha=0.5)
